"ナビゲート","次へ","⌘.","ウィンドウ"
"ナビゲート","クイック階層","⌘T","Java ソースの編集"
"編集","クイック・フィックス","⌘1","ダイアログまたはウィンドウ"
"カテゴリーなし","マークアップ虎の巻の表示","F1","WikiText マークアップ・ソース・コンテキスト"
"ビュー","ビューの表示 (型階層)","⌥⌘Q T","ウィンドウ"
"テキスト編集","大文字に変更","⇧⌘X","テキストの編集"
"編集","選択を開く","F3","構造化テキスト・エディターで編集"
"ソース","フォーマット","⇧⌘F","Java ソースの編集"
"ソース","クイック・アシスト - ファイル内の名前変更","⌘2 R","Java ソースの編集"
"ファイル","保管","⌘S","ウィンドウ"
"ウィンドウ","「ビューの表示」メニュー","⌘F10","ダイアログまたはウィンドウ"
"プロジェクト","すべてビルド","⌘B","ウィンドウ"
"実行/デバッグ","実行","⌘U","ウィンドウ"
"EMF コード生成","Generate Code","⇧⌥G","ウィンドウ"
"C/C++ ソース","ソース/ヘッダーの切り替え","⌃Tab","C/C++ エディター"
"テキスト編集","構造のリセット","⇧⌘Numpad_Multiply","テキストの編集"
"ソース","クイック・アシスト - 変数への代入","⌘2 F","JavaScript ソースの編集中"
"ウィンドウ","エディターの即時切り替え","⌘E","ウィンドウ"
"テキスト編集","上書きの切り替え","Insert","テキストの編集"
"タスク・エディター","タスクのサブミット","⇧⌥S","タスク・エディター"
"編集","コメントの切り替え","⌘/","SQL の編集"
"検索","ファイル・クイック・メニュー内での出現箇所を表示","⇧⌘U","JavaScript ビュー"
"ソース","JSdoc コメントの追加","⌥⌘J","JavaScript ビュー"
"C/C++ ソース","「囲む」クイック・メニュー","⌥⌘Z","C/C++ エディター"
"プロジェクト","Make ターゲット・ビルド","⇧F9","ウィンドウ"
"ウィンドウ","キー・アシストを表示","⇧⌘L","ダイアログまたはウィンドウ"
"ナビゲート","次のサブ・タブ","⌥⇟","ダイアログまたはウィンドウ"
"リファクタリング - Java","インライン化","⌥⌘I","ウィンドウ"
"ナビゲート","階層で型を開く","⇧⌘H","ウィンドウ"
"ナビゲート","次ページ","⌘F5","Web ページ・エディターの使用"
"プロジェクト","最後のターゲットの再ビルド","F9","ウィンドウ"
"テキスト編集","行の先頭","⌃A","テキストの編集"
"テキスト編集","前の単語","⌥←","テキストの編集"
"C/C++ ソース","「囲む」クイック・メニュー","⇧⌥Z","C/C++ エディター"
"C/C++ ソース","宣言を開く","F3","マクロ拡張ホバー"
"ビュー","ビューの表示 (コンソール)","⌥⌘Q C","ウィンドウ"
"ナビゲート","次ページ","⌘F5","In Faces Config Editor"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","⌥A","ターミナル・ウィジェット・コンテキスト"
"リファクタリング - Java","メソッド・シグニチャーの変更","⌥⌘C","ウィンドウ"
"ナビゲート","対応する大括弧にジャンプ","⇧⌘P","JavaScript ソースの編集中"
"ビュー","ビューの表示 (エラー・ログ)","⌥⌘Q L","ウィンドウ"
"ナビゲート","組み込みブラウザーを開く","⌥⌘I","C/C++ ビュー内"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","⌥W","ターミナル・ウィジェット・コンテキスト"
"データベース・ツール","現在のテキストを実行","⌥S","SQL の編集"
"ビュー","ビューの表示 (アウトライン)","⌥⌘Q O","ウィンドウ"
"ウィンドウ","次のパースペクティブ","⌘F8","ウィンドウ"
"ナビゲート","型階層を開く","F4","JavaScript ビュー"
"ナビゲート","前のメンバーへジャンプ","⌃⌥↑","Java ソースの編集"
"ソース","ソース・クイック・メニューを表示","⌥⌘S","JavaScript ビュー"
"編集","検索と置換","⌘F","ウィンドウ"
"Git","パスをクリップボードにコピー","⌘C","In Git Repositories View"
"テキスト編集","展開","⌘Numpad_Add","テキストの編集"
"ナビゲート","最後の編集位置","⌃Q","ウィンドウ"
"実行/デバッグ","次のメモリー・モニター","⌥⌘N","メモリー・ビュー内"
"C/C++ ソース","参照","⇧⌘G","C/C++ ビュー内"
"ソース","「囲む」クイック・メニュー","⌥⌘Z","JavaScript ビュー"
